Protein_key,DegreeCentrality,EigenvectorCentrality,BetweennessCentrality,ClosenessCentrality,Clustering
6183.G4VR88,8.457374830852504e-05,6.7330365980448144e-34,0.0,8.457374830852504e-05,0.0
6183.G4VLV9,0.03103856562922869,0.004028415330516287,3.7660871759445514e-06,0.4812638282308739,0.4366820029481395
6183.A0A3Q0KFX6,0.032307171853856564,0.00398498580934024,9.505729064320056e-06,0.4815016949444441,0.3811958060216295
6183.A0A3Q0KRI5,0.03560554803788904,0.0036773101110151732,9.55033523644086e-05,0.4775286814899783,0.24088903970139125
6183.A0A5K4FAK6,0.033660351826792966,0.0026427264609796453,0.00012214498079641127,0.486308900185372,0.1642722428262218
6183.A0A5K4EV73,0.12457713125845739,0.017265206371729656,8.084174818698775e-05,0.5207992004079012,0.3832831547566339
6183.A0A3Q0KNZ9,0.0020297699594046007,0.00018839384449913119,4.7219902746779514e-07,0.41595373248732104,0.20652173913043478
6183.A0A3Q0KU39,0.01962110960757781,0.0010129182222506378,3.4970781876558356e-05,0.45606755555557904,0.46424839528287803
6183.A0A3Q0KTT1,0.0570872801082544,0.005247312721019492,4.784419863590011e-05,0.49447507197175183,0.45375535773161885
6183.A0A5K4EFH6,0.022919485791610288,0.0020251882175493134,2.3804281275358627e-05,0.47531529382216536,0.23878638786387865
6183.A0A5K4F876,0.004905277401894452,0.00021098189702438135,1.9199883848839183e-06,0.41959655617372515,0.3024803387779794
6183.A0A5K4F614,0.0012686062246278756,0.00011372301267400535,5.264146900314387e-09,0.4028387199020041,0.37142857142857144
6183.G4VG77,0.01792963464140731,0.0013081003049664139,1.3974256504262919e-05,0.46141378479460676,0.32196190646517037
6183.A0A5K4F1C0,0.041018267929634644,0.006314046656802332,1.2285901814398792e-05,0.48764775587353093,0.5739371219221266
6183.A0A5K4F2N6,0.033660351826792966,0.004368365988521542,9.631989361392606e-06,0.4831733685288761,0.43130007721225777
6183.G4LXG3,0.13895466847090665,0.012139162203164886,0.0003593790083685508,0.5252922782096678,0.2844696764704356
6183.A0A3Q0KPC1,0.14284506089309879,0.014229661021515917,0.00036160169411994617,0.525741124822637,0.27032246568961693
6183.G4VI66,0.013700947225981057,0.0014008661219746565,4.327342079390929e-06,0.4622713294933037,0.3135495744191396
6183.A0A5K4ELB7,0.029347090663058188,0.004048839066264192,1.7381271727685822e-05,0.4715574059762074,0.44067231930169415
6183.A0A5K4F7M6,0.003890392422192152,0.0001507250367533421,2.499376500452555e-06,0.416220303042552,0.21739130434782608
6183.A0A3Q0KDE6,0.04837618403247632,0.0037729423220056956,1.4406736588500891e-05,0.48600563945938957,0.5776946346123228
6183.A0A5K4ECX3,0.04600811907983762,0.003307703545132818,3.0105036977767393e-05,0.4921850644811451,0.28811883869569926
6183.A0A3Q0KP06,0.12102503382949933,0.017204711915032762,0.00015674367855975462,0.5196648138138406,0.41795507078525945
6183.Q4KXQ2,0.08279769959404601,0.009146924496464008,0.0006038303558587914,0.5073068760439229,0.26952087915760625
6183.G4LZP0,0.0009303112313937754,1.1453167712603755e-05,4.410667135486937e-07,0.3484257168441869,0.03636363636363636
6183.A0A5K4EZ83,0.018352503382949935,0.001632656269972219,2.6121390909184572e-05,0.45981669491646304,0.27880184331797236
6183.A0A5K4EDZ8,0.02951623815967524,0.0021145819854463373,4.472306569392057e-05,0.46340744644849396,0.4293712742482627
6183.A0A3Q0KJS8,0.13971583220568337,0.012476385973757713,0.00017084474496603243,0.5259066827817787,0.33187898448808634
6183.A0A5K4F9W2,0.03670500676589987,0.002756612997923993,5.6952350817090595e-06,0.4783297729769295,0.5364991858324198
6183.G4LXI9,0.08744925575101489,0.007488162314135884,0.000118791689130322,0.5077034505149031,0.2841566787314558
6183.A0A3Q0KCU9,0.13963125845737484,0.020345845808381006,0.00012116228072345512,0.5274014098870412,0.3949224528752088
6183.A0A5K4F4C0,0.01606901217861976,0.0011567803665156896,2.4424301540845813e-06,0.4523615544463165,0.44388749651907544
6183.G4VHD9,0.15451623815967525,0.01433512510589055,0.0002539732989839713,0.5330770474945808,0.28083433899802823
6183.A0A3Q0KCW9,0.07247970230040596,0.005524889520131034,8.548080705387267e-05,0.5030500301887413,0.37383450201201757
6183.A0A5K4F142,0.06233085250338295,0.008219602251930636,2.134255859627062e-05,0.4993541348748946,0.396960356321161
6183.G4V6U2,0.06461434370771313,0.007359607049623183,3.582959120282403e-05,0.49659656138465474,0.3598361386919915
6183.A0A3Q0KLH3,0.08000676589986469,0.011547276639886991,0.00014713201157394733,0.499290153393532,0.5107934270724969
6183.G4VB90,0.1931664411366712,0.02344770886031736,0.0004141801267761078,0.5448536377496345,0.3106107504412804
6183.A0A5K4F8Z0,0.08398173207036537,0.0079896154990224,9.138877585305263e-05,0.5051804006549483,0.2790501250690316
6183.G4V8L2,0.06097767253044655,0.006571596660161144,6.987646628021948e-05,0.4982049713000706,0.37524271844660195
6183.A0A5K4ERK4,0.019451962110960758,0.0022416345305016913,3.8770150282982635e-05,0.46379352739649915,0.29113347256502753
6183.A0A3Q0KKP4,0.11967185385656293,0.017163196731747647,7.332851275893129e-05,0.5189266535669459,0.4245410608703475
6183.A0A5K4EC30,0.011671177266576455,0.0017289570944911774,1.3435215329750754e-06,0.4550202262010025,0.293134454670475
6183.A0A3Q0KRJ4,0.09074763193504737,0.010132493315387054,0.0002134028670598035,0.5104969280155528,0.3090738061787985
6183.A0A3Q0KMP8,0.004228687415426252,0.00011978058727800174,7.746615889746663e-07,0.3975643479529385,0.5942857142857143
6183.A0A5K4F9Q3,0.009810554803788904,0.000488909526786584,5.963145531989253e-06,0.43583415917519136,0.2845577211394303
6183.A0A3Q0KRI6,0.034675236806495265,0.0028235993913127548,0.00016747789987172056,0.4866935741696985,0.20995885264476116
6183.A0A5K4EQZ6,0.0516745602165088,0.0031907921113225293,2.6654629413281117e-05,0.4913988924571735,0.35580478119717746
6183.A0A5K4F0Y5,0.0071887686062246286,0.00043602131258654435,2.3703650715193483e-07,0.4343766823303295,0.5086834733893557
6183.A0A5K4ESK2,0.002198917456021651,9.511654592966132e-05,1.6139972844081916e-07,0.3836685149837925,0.19384615384615383
6183.A0A3Q0KPN5,0.03163058186738837,0.002710111955285925,4.259534752963879e-05,0.4793889793962174,0.31203853708190565
6183.A0A5K4F7D2,0.004397834912043302,0.00038570032552945425,1.3705158766751259e-07,0.4299830679548388,0.5407239819004525
6183.A0A5K4F4J1,0.035520974289580516,0.004889212869096895,1.6195830011193856e-05,0.4796643546510815,0.4835322195704057
