Locus,Sequence_Length,Aromaticity,Sec_Struct_Helix,Sec_Struct_Turn,Sec_Struct_Sheet_x,Percent_A,Percent_C_x,Percent_D,Percent_E,Percent_F,Percent_G,Percent_H,Percent_I,Percent_K,Percent_L,Percent_M,Percent_N,Percent_P,Percent_Q,Percent_R,Percent_S,Percent_T,Percent_V,Percent_W,Percent_Y,IsoelectricPoint,Tiny_Number,Small_Number,Aliphatic_Number,Aromatic_Number,Non-polar_Number,Polar_Number,Charged_Number,Basic_Number,Acidic_Number,predict_xgboost,predict_rfc,Local Average Connectivity_y,Density of Maximum neighborhood Component_y,Topology Potential_y,Edge Clustering Coefficient_y,DegreeCentrality_y,EigenvectorCentrality_y,BetweennessCentrality_y,ClosenessCentrality_y,Clustering_y,predict_rfc_over,predict_rfc_under
6183.A0A3Q0KLU2,873,0.0756013745704467,0.3321878579610538,0.3894616265750286,0.2783505154639175,0.0435280641466208,0.0160366552119129,0.0687285223367697,0.0607101947308132,0.0320733104238258,0.0217640320733104,0.0240549828178694,0.0526918671248568,0.0710194730813287,0.1156930126002291,0.0194730813287514,0.0641466208476517,0.0584192439862542,0.0446735395189003,0.0481099656357388,0.1053837342497136,0.0549828178694158,0.0549828178694158,0.0034364261168384,0.0400916380297823,6.6213,211,426,233,87,400,473,238,125,113,1,1,0.2871539816122,0.3601694010937708,508.2054558168823,0.4811141313084173,0.1036028416779431,0.0085630376718273,0.0002023051349884,0.51087618107574,0.3601694010937708,1,1
6183.A0A3Q0KLU6,142,0.0985915492957746,0.2957746478873239,0.4084507042253521,0.2957746478873239,0.0633802816901408,0.0070422535211267,0.0492957746478873,0.0492957746478873,0.0352112676056338,0.1267605633802817,0.0140845070422535,0.0633802816901408,0.0492957746478873,0.0704225352112676,0.028169014084507,0.0140845070422535,0.0915492957746478,0.028169014084507,0.056338028169014,0.0774647887323943,0.056338028169014,0.056338028169014,0.0211267605633802,0.0422535211267605,8.0036,47,77,36,16,86,56,31,17,14,1,1,0.2657279333186535,0.2650017966223499,272.1993746144097,0.3237482788570917,0.0409336941813261,0.0034506871580291,2.7952475073337497e-05,0.4878308984959171,0.2650017966223499,1,1
6183.A0A3Q0KLV6,66,0.0454545454545454,0.4242424242424242,0.303030303030303,0.2727272727272727,0.0909090909090909,0.0606060606060606,0.0,0.106060606060606,0.0151515151515151,0.0606060606060606,0.0303030303030303,0.0303030303030303,0.0606060606060606,0.0606060606060606,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.0,0.1363636363636363,0.1212121212121212,0.0454545454545454,0.0606060606060606,0.0,0.0303030303030303,9.864,25,33,16,5,31,35,22,15,7,1,1,0.3055096489546041,0.2878182058802184,603.9376560912249,0.4363953602123601,0.1294824086603518,0.0131393862466092,0.0002148762465136,0.517387902259622,0.2878182058802184,1,1
6183.A0A3Q0KLV7,1510,0.0509933774834437,0.3887417218543046,0.3331125827814569,0.2781456953642384,0.0728476821192053,0.0211920529801324,0.0682119205298013,0.0735099337748344,0.0298013245033112,0.0350993377483443,0.0172185430463576,0.0629139072847682,0.0549668874172185,0.1092715231788079,0.0245033112582781,0.0589403973509933,0.0311258278145695,0.0403973509933774,0.0682119205298013,0.0847682119205298,0.0543046357615894,0.071523178807947,0.0066225165562913,0.014569536423841,5.6258,405,752,478,103,724,786,426,212,214,1,1,0.2638643148171837,0.4684476145616042,236.65829579717305,0.4855269194998917,0.0326454668470906,0.0025581058099694,1.0468467818226649e-05,0.4772947230456112,0.4684476145616042,1,1
6183.A0A3Q0KLY4,929,0.0893433799784714,0.3153928955866523,0.4079655543595263,0.2766415500538213,0.046286329386437,0.015069967707212,0.0731969860064585,0.0635091496232508,0.0495156081808396,0.038751345532831,0.0322927879440258,0.0516684607104413,0.0818083961248654,0.1054897739504844,0.0172228202368137,0.0602798708288482,0.0365984930032292,0.0355220667384284,0.0473627556512378,0.1173304628632938,0.0473627556512378,0.0409041980624327,0.0086114101184068,0.0312163616792249,6.9746,246,442,227,113,410,519,277,150,127,1,1,0.2850856503944406,0.4556831302755216,401.3361154684986,0.5313428716164766,0.0758626522327469,0.0062003682874273,4.556985721196904e-05,0.4956911317654409,0.4556831302755216,1,1
6183.A0A3Q0KLY7,990,0.0787878787878788,0.3444444444444444,0.3626262626262626,0.2929292929292929,0.0414141414141414,0.0151515151515151,0.0656565656565656,0.0525252525252525,0.0303030303030303,0.0555555555555555,0.0191919191919191,0.0737373737373737,0.0474747474747474,0.1252525252525252,0.0202020202020202,0.0575757575757575,0.0353535353535353,0.0454545454545454,0.0595959595959596,0.101010101010101,0.0464646464646464,0.0595959595959596,0.0131313131313131,0.0353535353535353,6.3881,257,473,297,97,500,490,242,125,117,1,1,0.276537014219034,0.2549577406720263,260.2670228520635,0.298475496695771,0.0372970230040595,0.0031532492909275,9.552192712334048e-05,0.4899367022151694,0.2549577406720263,1,1
6183.A0A3Q0KLZ3,444,0.1576576576576576,0.3063063063063063,0.3130630630630631,0.3806306306306307,0.0472972972972973,0.0157657657657657,0.0495495495495495,0.045045045045045,0.0698198198198198,0.0518018018018018,0.0585585585585585,0.0675675675675675,0.072072072072072,0.1036036036036036,0.027027027027027,0.0427927927927927,0.0382882882882882,0.0405405405405405,0.0427927927927927,0.0585585585585585,0.0292792792792792,0.0518018018018018,0.0405405405405405,0.0472972972972973,9.0942,90,171,120,96,249,195,119,77,42,1,1,0.22209347059048,0.2291148161033354,265.66641075254205,0.2638541465185569,0.0400879566982408,0.0025283911826262,7.122005952498496e-05,0.4816207164980084,0.2291148161033354,1,1
6183.A0A3Q0KM26,661,0.075642965204236,0.3827534039334342,0.3161875945537065,0.3010590015128592,0.0786686838124054,0.0196671709531013,0.0514372163388804,0.0741301059001512,0.0468986384266263,0.0393343419062027,0.0332829046898638,0.0514372163388804,0.0499243570347957,0.0983358547655068,0.0242057488653555,0.048411497730711,0.0317700453857791,0.0393343419062027,0.0680786686838124,0.0953101361573373,0.0529500756429652,0.0680786686838124,0.0075642965204236,0.021180030257186,6.9742,189,321,196,72,322,339,183,100,83,1,1,0.3662719800631807,0.3399473496520028,346.6342765189521,0.389354717392539,0.0597936400541272,0.0071560434801595,0.0001156763099363,0.501195269091368,0.3399473496520028,1,1
6183.A0A3Q0KM33,684,0.0584795321637426,0.3333333333333333,0.3391812865497076,0.327485380116959,0.0467836257309941,0.0307017543859649,0.0555555555555555,0.067251461988304,0.0292397660818713,0.0219298245614035,0.0277777777777777,0.0804093567251462,0.0833333333333333,0.1184210526315789,0.0160818713450292,0.043859649122807,0.0277777777777777,0.0277777777777777,0.0570175438596491,0.1067251461988304,0.0657894736842105,0.0643274853801169,0.0058479532163742,0.023391812865497,8.5071,186,317,212,59,318,366,199,115,84,1,1,0.2755192706632084,0.4497545056302002,404.8593554197904,0.5227339238214125,0.0764546684709066,0.0060129981228226,8.876460411001392e-05,0.4985661741537084,0.4497545056302002,1,1
6183.A0A3Q0KM36,937,0.0789754535752401,0.3511205976520811,0.3319103521878335,0.3169690501600854,0.0501600853788687,0.0170757737459978,0.048025613660619,0.0565635005336179,0.0341515474919957,0.0298826040554962,0.0277481323372465,0.071504802561366,0.0448239060832443,0.1248665955176094,0.0202774813233724,0.0736392742796158,0.0277481323372465,0.0533617929562433,0.0458911419423692,0.1077908217716115,0.0661686232657417,0.055496264674493,0.0096051227321238,0.0352187833511205,6.5039,254,446,283,100,446,491,209,111,98,1,1,0.2674037631827726,0.3227532486441233,219.95954229691355,0.3905684578470871,0.0280784844384303,0.0023259495892627,8.711112811277167e-05,0.4765747921547557,0.3227532486441233,1,1
6183.A0A3Q0KM38,900,0.0711111111111111,0.2888888888888889,0.4444444444444444,0.2666666666666666,0.0533333333333333,0.0088888888888888,0.0433333333333333,0.0722222222222222,0.0255555555555555,0.0422222222222222,0.0466666666666666,0.04,0.05,0.0566666666666666,0.0088888888888888,0.06,0.1011111111111111,0.0555555555555555,0.0422222222222222,0.1477777777777777,0.0533333333333333,0.0466666666666666,0.0155555555555555,0.03,6.507,275,501,177,106,386,514,229,125,104,1,1,0.3249264126414225,0.3161578582631214,355.7007598100833,0.3574715073766858,0.062669147496617,0.0068605963827847,7.071611807240003e-05,0.4988640288280343,0.3161578582631214,1,1
6183.A0A3Q0KM39,514,0.0797665369649805,0.3249027237354085,0.3715953307392996,0.3035019455252918,0.0428015564202334,0.0097276264591439,0.0525291828793774,0.0544747081712062,0.0505836575875486,0.0603112840466926,0.0233463035019455,0.056420233463035,0.0719844357976653,0.1264591439688716,0.0291828793774319,0.0661478599221789,0.046692607003891,0.036964980544747,0.0350194552529182,0.0739299610894941,0.0622568093385214,0.0719844357976653,0.0077821011673151,0.0214007782101167,7.5275,128,250,153,53,269,245,122,67,55,1,1,0.3012999437338536,0.2652673207087991,274.33556900570267,0.290777557904612,0.0411874154262516,0.0036772418604119,4.0901221722079655e-05,0.4902243322663713,0.2652673207087991,1,1
6183.A0A3Q0KM42,1048,0.0944656488549618,0.3902671755725191,0.2986641221374046,0.3110687022900763,0.0667938931297709,0.0190839694656488,0.0687022900763358,0.0935114503816793,0.0505725190839694,0.0276717557251908,0.0219465648854961,0.0610687022900763,0.049618320610687,0.1240458015267175,0.0209923664122137,0.0353053435114503,0.0391221374045801,0.0429389312977099,0.0419847328244274,0.0782442748091603,0.0458015267175572,0.0687022900763358,0.0124045801526717,0.0314885496183206,4.3874,249,471,336,122,547,501,289,119,170,1,1,0.3083767369272135,0.3529555279208859,532.6503928836005,0.4784385573144858,0.1099458728010825,0.0102076628646685,0.000214930912832,0.514382877262998,0.3529555279208859,1,1
6183.A0A3Q0KM45,348,0.1293103448275862,0.3477011494252874,0.353448275862069,0.2988505747126437,0.0603448275862069,0.0114942528735632,0.0632183908045977,0.0747126436781609,0.0747126436781609,0.0459770114942528,0.0316091954022988,0.0373563218390804,0.0862068965517241,0.0718390804597701,0.0172413793103448,0.043103448275862,0.043103448275862,0.043103448275862,0.0804597701149425,0.0718390804597701,0.0402298850574712,0.0488505747126436,0.0,0.0545977011494252,9.5099,80,149,76,56,162,186,117,69,48,1,1,0.3381621706824409,0.30494041132339,509.6665952376642,0.3730301600127914,0.1033491204330176,0.0108254657439749,0.0001407319402746,0.5156762087144313,0.30494041132339,1,1
6183.A0A3Q0KM53,353,0.0991501416430594,0.3796033994334278,0.3116147308781869,0.3087818696883852,0.0424929178470254,0.0141643059490084,0.0509915014164305,0.0906515580736544,0.0538243626062322,0.036827195467422,0.0141643059490084,0.0821529745042493,0.0623229461756373,0.1019830028328611,0.0311614730878186,0.0594900849858356,0.0283286118980169,0.0453257790368272,0.0679886685552408,0.0736543909348441,0.0481586402266288,0.0509915014164305,0.0056657223796034,0.0396600566572237,6.0853,76,143,98,40,172,181,101,51,50,1,1,0.2529983444586965,0.2925345074951764,272.542104005135,0.4042815468167772,0.0416948579161028,0.0034756919541862,8.774895190858498e-05,0.483573098306356,0.2925345074951764,1,1
6183.A0A3Q0KM61,443,0.09255079006772,0.309255079006772,0.3589164785553047,0.3318284424379232,0.0541760722347629,0.0203160270880361,0.0564334085778781,0.0609480812641083,0.0474040632054176,0.0361173814898419,0.0383747178329571,0.0541760722347629,0.0790067720090293,0.0654627539503386,0.0270880361173814,0.0541760722347629,0.0496613995485327,0.0270880361173814,0.0744920993227991,0.0835214446952596,0.0496613995485327,0.0767494356659142,0.0203160270880361,0.0248306997742663,9.7636,108,213,111,58,211,232,137,85,52,1,1,0.3019224804490769,0.393816923327062,442.62050803476734,0.4749264147464662,0.086180649526387,0.0077001046438093,0.0001186760042111,0.504265179293282,0.3922717869323714,1,1
6183.A0A3Q0KM62,1020,0.0990196078431372,0.3303921568627451,0.3931372549019608,0.2764705882352941,0.0588235294117647,0.0156862745098039,0.0696078431372549,0.0588235294117647,0.046078431372549,0.0647058823529411,0.0284313725490196,0.0441176470588235,0.0450980392156862,0.0735294117647058,0.0264705882352941,0.0558823529411764,0.0803921568627451,0.0313725490196078,0.0813725490196078,0.0774509803921568,0.034313725490196,0.0549019607843137,0.0166666666666666,0.0362745098039215,7.359,256,522,236,130,528,492,289,158,131,1,1,0.3007891983266251,0.2938024466686887,468.23108515294825,0.3577840358538401,0.093115696887686,0.0090547931930475,0.000105850227633,0.5059456267444022,0.2927355296837585,1,1
6183.A0A3Q0KM63,462,0.0952380952380952,0.3571428571428571,0.316017316017316,0.3268398268398269,0.0541125541125541,0.0216450216450216,0.0714285714285714,0.08008658008658,0.0411255411255411,0.0541125541125541,0.0346320346320346,0.0606060606060606,0.0714285714285714,0.1103896103896103,0.0238095238095238,0.0411255411255411,0.0259740259740259,0.0346320346320346,0.0541125541125541,0.0519480519480519,0.0497835497835497,0.0649350649350649,0.0086580086580086,0.0454545454545454,6.0932,107,201,134,60,236,226,144,74,70,1,1,0.294887265416011,0.3459235589749953,481.3853271526724,0.4396454376400543,0.0960757780784844,0.0077773018517968,0.0001194194427242,0.5110995344535548,0.3459235589749953,1,1
6183.A0A3Q0KM68,625,0.0511999999999999,0.3824000000000001,0.3488,0.2688,0.0656,0.0112,0.072,0.0688,0.0272,0.04,0.0272,0.0672,0.0848,0.0976,0.0176,0.0448,0.0544,0.0464,0.0864,0.0528,0.0544,0.0576,0.0048,0.0192,9.9288,140,283,180,49,289,336,212,124,88,1,1,0.2960217207683187,0.3875419787586516,515.3466946333401,0.5196155766447522,0.1054634641407307,0.0091143932317729,0.0001300773074681,0.5118155795086098,0.3875419787586516,1,1
6183.A0A3Q0KM72,392,0.0612244897959183,0.3341836734693877,0.4158163265306122,0.25,0.0510204081632653,0.0127551020408163,0.048469387755102,0.0535714285714285,0.0510204081632653,0.0433673469387755,0.0357142857142857,0.0510204081632653,0.1147959183673469,0.0841836734693877,0.0229591836734693,0.0714285714285714,0.0459183673469387,0.048469387755102,0.0739795918367346,0.0918367346938775,0.0510204081632653,0.0382653061224489,0.0,0.010204081632653,10.8569,98,178,88,38,161,231,128,88,40,1,1,0.2708469527550551,0.4339551127595635,389.74641887401685,0.5026639195746223,0.0727334235453315,0.0055673200907985,0.0001307687448069,0.4949985032627411,0.4339551127595635,1,1
6183.A0A3Q0KM88,507,0.1045364891518737,0.3136094674556213,0.3846153846153846,0.301775147928994,0.0611439842209073,0.019723865877712,0.0710059171597633,0.0710059171597633,0.0552268244575936,0.04930966469428,0.0315581854043392,0.0532544378698224,0.0828402366863905,0.0986193293885601,0.0157790927021696,0.059171597633136,0.0512820512820512,0.0236686390532544,0.0433925049309664,0.0710059171597633,0.0532544378698224,0.039447731755424,0.0138067061143984,0.0355029585798816,6.5036,129,241,128,69,250,257,152,80,72,1,1,0.2473262143709985,0.3302997977642954,390.2268403977955,0.4061825111162872,0.0718031123139377,0.0046607868542185,0.0001043293685159,0.5024230553359188,0.3302997977642954,1,1
6183.A0A3Q0KMA0,3310,0.0661631419939577,0.3616314199395771,0.338368580060423,0.3,0.059214501510574,0.0238670694864048,0.0619335347432024,0.0577039274924471,0.0326283987915407,0.0371601208459214,0.0229607250755287,0.0700906344410876,0.0513595166163142,0.1332326283987915,0.0175226586102719,0.0501510574018126,0.0429003021148036,0.043202416918429,0.0507552870090634,0.0948640483383685,0.0574018126888217,0.0595166163141994,0.0111782477341389,0.0223564954682779,6.081,902,1612,1066,295,1687,1623,810,414,396,1,1,0.3273631202436918,0.3831647649004427,406.7925378815513,0.4131364502814686,0.0763700947225981,0.0073468220843724,6.758127497727514e-05,0.5028336552779111,0.3831647649004427,1,1
6183.A0A3Q0KMA4,564,0.0957446808510638,0.351063829787234,0.3368794326241134,0.3120567375886525,0.0620567375886524,0.0141843971631205,0.0496453900709219,0.0567375886524822,0.0443262411347517,0.0620567375886524,0.0177304964539007,0.0797872340425532,0.0443262411347517,0.1063829787234042,0.026595744680851,0.051418439716312,0.051418439716312,0.0354609929078014,0.0638297872340425,0.0780141843971631,0.0549645390070922,0.0496453900709219,0.0053191489361702,0.0460992907801418,7.6475,153,267,168,64,309,255,131,71,60,1,1,0.2527574833042119,0.4019739729425458,324.59373472429587,0.4437604737101076,0.0548037889039242,0.0036715666457623,2.325323257120373e-05,0.4931401186010359,0.4019739729425458,1,1
6183.A0A3Q0KMA8,731,0.0861833105335157,0.2900136798905608,0.4049247606019152,0.3050615595075239,0.0437756497948016,0.0191518467852257,0.0519835841313269,0.0560875512995896,0.0383036935704514,0.054719562243502,0.0232558139534883,0.0656634746922024,0.0683994528043775,0.1025991792065663,0.0136798905608755,0.0656634746922024,0.0588235294117647,0.0259917920656634,0.0478796169630642,0.1053351573187414,0.0601915184678522,0.0506155950752394,0.0136798905608755,0.0341997264021887,8.2418,207,373,192,80,362,369,181,102,79,1,1,0.2966032057113187,0.3998791016024776,445.28041134785633,0.464839094042265,0.0865189445196211,0.0074741073298629,0.0001694765893401,0.507196826394037,0.3998791016024776,1,1
6183.A0A3Q0KMB6,550,0.0945454545454545,0.3727272727272727,0.3472727272727273,0.28,0.0563636363636363,0.009090909090909,0.0618181818181818,0.1363636363636363,0.0436363636363636,0.0563636363636363,0.0145454545454545,0.0527272727272727,0.0381818181818181,0.0872727272727272,0.0109090909090909,0.0545454545454545,0.0709090909090909,0.0327272727272727,0.049090909090909,0.0654545454545454,0.0563636363636363,0.0527272727272727,0.0163636363636363,0.0345454545454545,4.0656,134,266,137,60,270,280,165,56,109,1,1,0.288620860120135,0.2516167744516301,390.50353991866575,0.2985086893898165,0.0718031123139377,0.0071973629600421,9.96820247969385e-05,0.5029850981652249,0.2516167744516301,1,1
6183.A0A3Q0KMB8,315,0.0952380952380952,0.3079365079365079,0.3428571428571428,0.3492063492063492,0.0507936507936507,0.0063492063492063,0.0507936507936507,0.0539682539682539,0.0412698412698412,0.0666666666666666,0.0412698412698412,0.073015873015873,0.0380952380952381,0.0857142857142857,0.0317460317460317,0.073015873015873,0.0603174603174603,0.0412698412698412,0.0444444444444444,0.0539682539682539,0.0634920634920634,0.0698412698412698,0.0095238095238095,0.0444444444444444,6.4365,76,156,88,43,170,145,72,39,33,1,1,0.2938094499449892,0.3039970791244328,444.9965699052036,0.3667338986358437,0.0860960757780784,0.0071261723997524,0.0001489223906812,0.5096512185698909,0.3039970791244328,1,1
6183.A0A3Q0KMC4,442,0.0588235294117647,0.3054298642533937,0.3914027149321267,0.3031674208144796,0.0294117647058823,0.0203619909502262,0.0633484162895927,0.1018099547511312,0.0339366515837104,0.0588235294117647,0.006787330316742,0.085972850678733,0.0610859728506787,0.085972850678733,0.0226244343891402,0.0610859728506787,0.0542986425339366,0.0316742081447963,0.0339366515837104,0.0927601809954751,0.0656108597285067,0.0656108597285067,0.0,0.0248868778280542,4.2363,118,226,118,29,213,229,118,45,73,1,1,0.2655187530711087,0.3590046598947333,273.35762655244787,0.3662197184638409,0.0413565629228687,0.0030474420485924,3.848284832421418e-05,0.4872209573875201,0.3590046598947333,1,1
6183.A0A3Q0KME3,377,0.0769230769230769,0.312997347480106,0.3580901856763926,0.3289124668435013,0.0185676392572944,0.0185676392572944,0.0477453580901856,0.0663129973474801,0.0371352785145888,0.0291777188328912,0.0212201591511936,0.0901856763925729,0.0610079575596817,0.129973474801061,0.0238726790450928,0.1140583554376657,0.0185676392572944,0.0477453580901856,0.026525198938992,0.0875331564986737,0.0928381962864721,0.0291777188328912,0.0106100795755968,0.0291777188328912,5.2513,93,172,101,37,164,213,84,41,43,1,1,0.3002923061927782,0.4305141982055091,423.162725783873,0.4862579183272179,0.0810216508795669,0.0070884346744134,5.020280842407455e-05,0.5023151141475597,0.4305141982055091,1,1
6183.A0A3Q0KME8,1493,0.0475552578700602,0.2746148693904889,0.4146014735432016,0.3107836570663094,0.0421969189551239,0.0127260549229738,0.0361687876758205,0.0421969189551239,0.0261219022103148,0.0502344273275284,0.0462156731413261,0.0509042196918955,0.0428667113194909,0.087742799732083,0.0120562625586068,0.0743469524447421,0.073007367716008,0.0482250502344273,0.0421969189551239,0.1379772270596115,0.0957803081044876,0.0576021433355659,0.0040187541862022,0.0174146014735432,8.4538,506,866,356,140,648,845,313,196,117,1,1,0.2945988883154261,0.2306550053482665,337.7215084356696,0.2603130588597064,0.0584404600811908,0.0063834263059492,0.0001418567580026,0.4932857779465867,0.2306550053482665,1,1
6183.A0A3Q0KMF2,2154,0.0761374187558031,0.3310120705663881,0.3449396471680594,0.3240482822655525,0.0663881151346332,0.0227483751160631,0.0519962859795728,0.0575673166202414,0.0454967502321262,0.0376044568245125,0.0292479108635097,0.0710306406685236,0.0445682451253481,0.1039925719591457,0.0171773444753946,0.0701021355617455,0.0376044568245125,0.0459610027855153,0.0399257195914577,0.1030640668523676,0.064531104921077,0.0603528319405756,0.0078922934076137,0.0227483751160631,5.8752,634,1108,650,227,1062,1092,481,245,236,1,1,0.2555402233594331,0.2055246570263255,267.61475328389344,0.2379983469921337,0.0393267929634641,0.0030512452943774,0.0001128582376001,0.4900804750379876,0.2055246570263255,1,1
6183.A0A3Q0KMG7,532,0.1090225563909774,0.3120300751879699,0.3289473684210526,0.3590225563909774,0.0657894736842105,0.0225563909774436,0.0488721804511278,0.0432330827067669,0.0469924812030075,0.0432330827067669,0.0469924812030075,0.0808270676691729,0.0526315789473684,0.0921052631578947,0.0300751879699248,0.0526315789473684,0.0413533834586466,0.0319548872180451,0.0488721804511278,0.0902255639097744,0.0413533834586466,0.0582706766917293,0.0244360902255639,0.037593984962406,8.2396,140,247,158,83,289,243,128,79,49,1,1,0.2659804601131621,0.2169690394390533,345.6234563555559,0.263799929699421,0.0597090663058186,0.0050443488703167,0.0001412783131244,0.4998452048724199,0.2169690394390533,1,1
6183.A0A3Q0KMH7,1094,0.0804387568555758,0.3135283363802559,0.3683729433272394,0.3180987202925046,0.046617915904936,0.0255941499085923,0.0548446069469835,0.056672760511883,0.0356489945155393,0.0393053016453382,0.0210237659963436,0.0749542961608775,0.0639853747714808,0.1023765996343692,0.016453382084095,0.0776965265082266,0.0374771480804387,0.0438756855575868,0.0475319926873857,0.0950639853747714,0.0585009140767824,0.0575868372943327,0.0073126142595978,0.0374771480804387,7.4008,290,539,308,111,526,568,267,145,122,1,1,0.325625960026677,0.3536538922306712,401.8348270093135,0.432509478448459,0.0753552097428958,0.0081221155511939,5.208695122951717e-05,0.5002944174072905,0.3536538922306712,1,1
6183.A0A3Q0KMI4,705,0.076595744680851,0.3290780141843971,0.3886524822695035,0.2822695035460992,0.0539007092198581,0.0099290780141843,0.0652482269503546,0.0553191489361702,0.0283687943262411,0.0368794326241134,0.0368794326241134,0.0482269503546099,0.0567375886524822,0.0921985815602836,0.0226950354609929,0.0482269503546099,0.0836879432624113,0.0382978723404255,0.0666666666666666,0.0978723404255319,0.0411347517730496,0.0695035460992907,0.0226950354609929,0.025531914893617,8.0278,169,357,186,80,348,357,198,113,85,1,1,0.2940581467055949,0.4489373117081424,430.69840577589855,0.5212948949369027,0.0833051420838971,0.0070711357272903,7.454866348557702e-05,0.5010234282585248,0.4489373117081424,1,1
6183.A0A3Q0KMI8,85,0.0941176470588235,0.3764705882352941,0.3176470588235294,0.3058823529411764,0.0470588235294117,0.0470588235294117,0.0470588235294117,0.0823529411764705,0.0352941176470588,0.0588235294117647,0.0588235294117647,0.0235294117647058,0.0470588235294117,0.1058823529411764,0.0352941176470588,0.0588235294117647,0.0588235294117647,0.0470588235294117,0.0588235294117647,0.0470588235294117,0.0588235294117647,0.0235294117647058,0.0235294117647058,0.0352941176470588,6.6251,22,38,17,13,42,43,25,14,11,1,1,0.2703433181528005,0.3241072797838832,380.8055635045872,0.3926844329563925,0.0696887686062246,0.0058886351537579,0.0001197493342951,0.4987788911833841,0.3241072797838832,1,1
6183.A0A3Q0KMK9,1010,0.0574257425742574,0.3435643564356436,0.3594059405940594,0.297029702970297,0.0633663366336633,0.0247524752475247,0.0564356435643564,0.0623762376237623,0.0326732673267326,0.0584158415841584,0.0287128712871287,0.0653465346534653,0.0693069306930693,0.1069306930693069,0.0168316831683168,0.0445544554455445,0.0386138613861386,0.0346534653465346,0.0594059405940594,0.092079207920792,0.0653465346534653,0.0554455445544554,0.0118811881188118,0.0128712871287128,8.2682,307,504,294,87,492,518,279,159,120,1,1,0.292271976554548,0.466554569096942,418.02417312307966,0.5499373015291045,0.0799221921515561,0.0066097496158966,3.31552574569166e-05,0.4999520870528229,0.466554569096942,1,1
6183.A0A3Q0KML2,770,0.0597402597402597,0.2831168831168831,0.4103896103896104,0.3064935064935065,0.0389610389610389,0.0181818181818181,0.0545454545454545,0.0623376623376623,0.0285714285714285,0.0454545454545454,0.0246753246753246,0.0753246753246753,0.0714285714285714,0.0935064935064935,0.009090909090909,0.0792207792207792,0.035064935064935,0.0389610389610389,0.0402597402597402,0.1246753246753246,0.0753246753246753,0.0532467532467532,0.0103896103896103,0.0207792207792207,6.9967,233,404,201,65,330,440,195,105,90,1,1,0.2845261588070014,0.2782189449801475,393.4913104798343,0.3347927249994994,0.07281799729364,0.0063114195705271,9.77126831180832e-05,0.5017761031657721,0.2782189449801475,1,1
6183.A0A3Q0KML4,248,0.0524193548387096,0.3991935483870967,0.3064516129032257,0.2943548387096774,0.0241935483870967,0.0201612903225806,0.0604838709677419,0.0564516129032258,0.032258064516129,0.0403225806451612,0.0201612903225806,0.0927419354838709,0.0766129032258064,0.1169354838709677,0.032258064516129,0.0241935483870967,0.0403225806451612,0.0362903225806451,0.1330645161290322,0.064516129032258,0.0443548387096774,0.064516129032258,0.0080645161290322,0.0120967741935483,11.1279,48,95,74,18,120,128,86,57,29,1,1,0.3014445045766528,0.3541689286607059,609.5337959654636,0.5351168410139071,0.1304127198917456,0.0116119483889817,0.0001049917757451,0.5221483608716851,0.3541689286607059,1,1
6183.A0A3Q0KML6,1697,0.0771950500883912,0.3411903358868591,0.3682969946965232,0.2905126694166176,0.0465527401296405,0.0141426045963464,0.051266941661756,0.0654095462581025,0.0400707130229817,0.0359457866823806,0.0153211549793753,0.0630524454920447,0.0648202710665881,0.0966411314083677,0.022981732469063,0.0724808485562757,0.0447849145550972,0.0565704183853859,0.0530347672362993,0.0989982321744254,0.0730701237477902,0.0477312905126694,0.0147318797878609,0.0223924572775486,7.6496,456,823,431,157,762,935,424,226,198,1,1,0.3029261003890807,0.3074342065955353,373.9154203014402,0.4074324674849372,0.0674898511502029,0.0067140065098035,8.418356101339102e-05,0.5007015440961178,0.3074342065955353,1,1
6183.A0A3Q0KML9,701,0.0641940085592011,0.362339514978602,0.3024251069900142,0.3352353780313837,0.0741797432239657,0.021398002853067,0.0499286733238231,0.0656205420827389,0.035663338088445,0.0627674750356633,0.035663338088445,0.0798858773181169,0.0442225392296719,0.0984308131241084,0.0313837375178316,0.035663338088445,0.0342368045649072,0.035663338088445,0.0570613409415121,0.0756062767475035,0.0599144079885877,0.0741797432239657,0.0014265335235378,0.0271041369472182,6.6641,206,342,229,70,379,322,177,96,81,1,1,0.24948479212152,0.3034433963212282,436.4458575335418,0.3948963407043437,0.084404600811908,0.0056653953203793,0.0001288804198837,0.5047005850518568,0.3034433963212282,1,1
6183.A0A3Q0KMM3,798,0.0914786967418546,0.3132832080200501,0.3458646616541353,0.3408521303258145,0.0664160401002506,0.0150375939849624,0.0463659147869674,0.0401002506265664,0.0488721804511278,0.0426065162907268,0.0175438596491228,0.0977443609022556,0.0526315789473684,0.1052631578947368,0.018796992481203,0.0714285714285714,0.0325814536340852,0.0350877192982456,0.0476190476190476,0.100250626566416,0.06265664160401,0.056390977443609,0.0075187969924812,0.0350877192982456,8.8352,229,394,260,87,420,378,163,94,69,1,1,0.3170553963269681,0.2388931200812389,411.45557956948215,0.2787481605054575,0.0769621109607577,0.0077311618351287,9.727942984493784e-05,0.5079240376936113,0.2388931200812389,1,1
